City_ID,City,Country,Date,lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Aswan,EG,2022-12-07 17:17:11,24.0934,32.907,66.96,32,0,9.35
295,Port Macquarie,AU,2022-12-07 17:17:12,-31.4333,152.9167,66.88,93,100,5.68
296,Grao Mogol,BR,2022-12-07 17:17:12,-16.5594,-42.8897,76.93,73,88,1.28
297,Palembang,ID,2022-12-07 17:17:13,-2.9167,104.7458,75.29,100,75,2.3
298,Thinadhoo,MV,2022-12-07 17:17:13,0.5333,72.9333,82.53,74,62,11.5
299,Boende,CD,2022-12-07 17:17:14,-0.2167,20.8667,71.89,98,94,4.83
300,Ketchikan,US,2022-12-07 17:12:48,55.3422,-131.6461,42.78,93,100,17.27
301,Mwingi,KE,2022-12-07 17:17:14,-0.9344,38.0601,67.19,90,99,1.54
302,Labrea,BR,2022-12-07 17:17:15,-7.2586,-64.7981,88.47,62,97,5.32
303,Sao Filipe,CV,2022-12-07 17:17:16,14.8961,-24.4956,75.43,77,5,8.84
304,Gotsu,JP,2022-12-07 17:17:17,35.0,132.2167,51.48,58,24,16.84
305,Alyangula,AU,2022-12-07 17:17:17,-13.8483,136.4192,82.9,64,77,9.28
306,Raudeberg,NO,2022-12-07 17:17:18,61.9875,5.1352,31.96,62,61,10.96
307,Lubango,AO,2022-12-07 17:17:18,-14.9172,13.4925,65.62,78,64,5.84
308,Souillac,MU,2022-12-07 17:16:51,-20.5167,57.5167,77.38,83,75,12.66
309,Taunggyi,MM,2022-12-07 17:17:19,20.7833,97.0333,54.68,83,1,1.59
310,Salinopolis,BR,2022-12-07 17:17:19,-0.6136,-47.3561,85.32,65,31,14.29
311,Kyren,RU,2022-12-07 17:17:20,51.6828,102.1408,7.11,91,100,1.34
312,Kavieng,PG,2022-12-07 17:17:20,-2.5744,150.7967,81.45,76,100,8.88
313,Ligayan,PH,2022-12-07 17:17:20,4.6533,119.4706,82.0,75,29,6.69
314,Puro,PH,2022-12-07 17:17:21,12.4841,123.3827,77.23,76,74,10.13
315,Furstenwalde,DE,2022-12-07 17:17:22,52.3667,14.0667,37.9,90,100,11.16
316,Amahai,ID,2022-12-07 17:17:22,-3.3333,128.9167,77.94,81,92,2.44
317,Flin Flon,CA,2022-12-07 17:17:23,54.7682,-101.865,-23.96,69,75,10.36
318,Saint Anthony,US,2022-12-07 17:15:48,45.0205,-93.218,18.25,78,100,16.11
319,Coahuayana,MX,2022-12-07 17:17:24,18.7333,-103.6833,86.04,55,2,3.06
320,Mbuji-Mayi,CD,2022-12-07 17:17:24,-6.15,23.6,72.3,87,90,2.84
321,Arman,RU,2022-12-07 17:17:25,59.7,150.1667,-6.36,79,68,7.85
322,Takab,IR,2022-12-07 17:17:25,36.4009,47.1133,33.4,79,46,2.17
323,Boden,SE,2022-12-07 17:17:26,65.8252,21.6886,15.8,95,100,4.14
324,Erenhot,CN,2022-12-07 17:17:26,43.6475,111.9767,13.51,52,12,8.01
325,Kutum,SD,2022-12-07 17:17:27,14.2,24.6667,64.22,22,5,11.07
326,Sri Aman,MY,2022-12-07 17:18:27,1.2376,111.4621,75.25,100,100,0.0
327,Bijie,CN,2022-12-07 17:18:28,27.3125,105.2942,38.86,87,99,3.85
328,Mount Isa,AU,2022-12-07 17:18:28,-20.7333,139.5,80.37,36,21,6.91
329,Marfino,RU,2022-12-07 17:18:29,55.7028,37.3822,15.94,78,0,11.18
330,Grand Gaube,MU,2022-12-07 17:16:20,-20.0064,57.6608,77.4,79,2,7.0
331,Bathsheba,BB,2022-12-07 17:18:31,13.2167,-59.5167,86.61,66,40,10.36
332,Kambove,CD,2022-12-07 17:18:31,-10.8764,26.5969,66.79,75,14,1.3
333,Namatanai,PG,2022-12-07 17:18:34,-3.6667,152.4333,79.14,79,98,5.37
334,Mount Gambier,AU,2022-12-07 17:18:38,-37.8333,140.7667,49.77,60,57,10.71
335,Nova Vicosa,BR,2022-12-07 17:18:38,-17.8919,-39.3719,81.66,67,73,9.64
336,Palu,ID,2022-12-07 17:18:40,-0.8917,119.8707,75.56,95,84,2.15
337,Narsaq,GL,2022-12-07 17:18:43,60.9167,-46.05,26.82,72,81,5.44
338,Kahului,US,2022-12-07 17:12:19,20.8947,-156.47,76.84,81,40,23.02
339,Zalesovo,RU,2022-12-07 17:18:48,53.9939,84.7431,-13.04,100,87,2.93
340,Sainte-Suzanne,RE,2022-12-07 17:18:48,-20.9061,55.6089,79.47,80,20,17.27
341,Semirom,IR,2022-12-07 17:18:49,31.4167,51.5667,37.36,64,49,4.0
342,Honningsvag,NO,2022-12-07 17:18:50,70.9821,25.9704,37.15,81,75,16.11
343,Barcelos,PT,2022-12-07 17:18:50,41.5388,-8.6151,60.94,72,89,8.32
344,Inta,RU,2022-12-07 17:18:52,66.0317,60.1659,10.63,93,100,19.82
345,Sao Jose Da Coroa Grande,BR,2022-12-07 17:18:53,-8.8978,-35.1478,82.76,67,25,10.0
346,Marshall,US,2022-12-07 17:18:56,34.3834,-86.3333,69.78,92,100,12.66
347,Christchurch,NZ,2022-12-07 17:14:07,-43.5333,172.6333,55.9,67,100,19.57
348,Crotone,IT,2022-12-07 17:19:00,39.0851,17.1178,59.2,100,0,2.3
349,Kupang,ID,2022-12-07 17:19:03,-10.1667,123.5833,78.4,80,99,3.47
350,Urucara,BR,2022-12-07 17:19:04,-2.5364,-57.76,93.42,40,42,5.48
351,Topolcani,MK,2022-12-07 17:19:05,41.2286,21.4314,45.25,84,100,3.04
352,Nanortalik,GL,2022-12-07 17:19:05,60.1432,-45.2371,28.63,84,37,9.04
353,La Grande,US,2022-12-07 17:17:20,45.3246,-118.0877,27.23,87,44,6.24
354,Choix,MX,2022-12-07 17:19:06,26.7092,-108.3219,80.89,42,94,1.74
355,Plainview,US,2022-12-07 17:19:07,40.7765,-73.4673,58.48,91,100,8.05
356,Erdenet,MN,2022-12-07 17:19:07,49.0333,104.0833,-9.27,91,5,4.05
357,Oranjemund,NA,2022-12-07 17:19:08,-28.55,16.4333,63.41,73,0,14.16
358,Santa Maria,BR,2022-12-07 17:19:08,-29.6842,-53.8069,92.84,32,0,7.31
359,Karasjok,NO,2022-12-07 17:17:29,69.4719,25.5112,22.93,96,100,3.0
360,Salihorsk,BY,2022-12-07 17:19:10,52.7876,27.5415,32.68,98,100,13.73
361,Westport,US,2022-12-07 17:19:11,41.1415,-73.3579,59.32,90,100,3.44
362,Muttupet,IN,2022-12-07 17:19:11,10.4,79.4833,74.64,76,100,11.54
363,Batyrevo,RU,2022-12-07 17:19:12,55.0675,47.6111,4.6,94,13,6.13
364,Balkanabat,TM,2022-12-07 17:19:12,39.5108,54.3671,39.0,42,89,8.55
365,Makakilo City,US,2022-12-07 17:19:13,21.3469,-158.0858,75.52,70,0,19.57
366,La Ronge,CA,2022-12-07 17:19:13,55.1001,-105.2842,-12.75,58,75,14.97
367,Andra,RU,2022-12-07 17:19:14,62.5147,65.8878,2.12,88,73,5.28
368,Dolores,AR,2022-12-07 17:17:34,-36.3132,-57.6792,94.93,23,45,8.19
369,Faanui,PF,2022-12-07 17:20:15,-16.4833,-151.75,80.11,77,94,18.45
370,Rockland,US,2022-12-07 17:15:49,41.1668,-74.0496,57.97,95,100,1.01
371,Urumqi,CN,2022-12-07 17:18:01,43.801,87.6005,4.15,92,40,2.24
372,Cherskiy,RU,2022-12-07 17:20:16,68.75,161.3,-16.11,98,99,7.0
373,Chake Chake,TZ,2022-12-07 17:20:16,-5.2459,39.7666,78.66,80,21,7.25
374,Doctor Arroyo,MX,2022-12-07 17:20:16,23.6667,-100.1833,67.12,45,0,7.85
375,Ilulissat,GL,2022-12-07 17:20:17,69.2167,-51.1,25.47,75,100,8.03
376,Pimentel,PE,2022-12-07 17:20:18,-6.8367,-79.9342,73.69,64,0,12.66
377,Klaksvik,FO,2022-12-07 17:20:18,62.2266,-6.589,31.12,78,100,28.88
378,Palaikastron,GR,2022-12-07 17:20:19,35.2,26.25,61.72,71,75,9.78
379,Pinawa,CA,2022-12-07 17:20:19,50.1489,-95.8811,-8.09,79,8,4.59
380,Wasilla,US,2022-12-07 17:20:20,61.5814,-149.4394,29.01,94,100,4.0
381,Whitecourt,CA,2022-12-07 17:20:21,54.1502,-115.6855,-1.16,78,40,2.3
382,Kurchum,KZ,2022-12-07 17:20:21,48.5722,83.6542,-9.89,100,97,1.95
383,Pangnirtung,CA,2022-12-07 17:20:22,66.1451,-65.7125,12.2,73,75,2.3
384,Lillooet,CA,2022-12-07 17:20:22,50.6856,-121.942,22.87,95,86,2.75
385,Kruisfontein,ZA,2022-12-07 17:20:23,-34.0033,24.7314,69.89,81,1,15.57
386,Pacific Grove,US,2022-12-07 17:20:23,36.6177,-121.9166,49.82,88,0,4.61
387,Hudiksvall,SE,2022-12-07 17:20:24,61.729,17.1036,17.26,83,3,3.96
388,San Quintin,MX,2022-12-07 17:20:24,30.4833,-115.95,59.52,63,64,7.78
389,Port Lincoln,AU,2022-12-07 17:20:25,-34.7333,135.8667,54.19,62,3,10.92
390,Itapeva,BR,2022-12-07 17:20:25,-23.9822,-48.8756,79.59,68,70,6.02
391,Ponnani,IN,2022-12-07 17:20:26,10.767,75.9252,78.12,81,100,2.86
392,Kota Bahru,MY,2022-12-07 17:20:26,6.1333,102.2386,76.95,94,40,0.0
393,Gamba,GA,2022-12-07 17:20:27,-2.65,10.0,77.61,80,99,5.93
394,Lata,PT,2022-12-07 17:20:27,40.1629,-8.3327,58.08,83,100,9.98
395,Yulara,AU,2022-12-07 17:20:28,-25.2406,130.9889,79.07,34,96,19.77
396,Anamur,TR,2022-12-07 17:20:30,36.0751,32.8369,60.37,77,100,7.92
397,Ust-Nera,RU,2022-12-07 17:20:30,64.5667,143.2,-44.07,99,96,3.69
398,Rock Sound,BS,2022-12-07 17:20:31,24.9,-76.2,76.15,58,0,18.37
399,Saint Simons,US,2022-12-07 17:20:31,31.1352,-81.3901,82.02,60,0,5.75
400,Kabalo,CD,2022-12-07 17:20:32,-6.05,26.9167,70.45,95,68,3.74
401,Luwuk,ID,2022-12-07 17:20:33,-0.9516,122.7875,77.05,64,84,3.0
402,Calcutta,IN,2022-12-07 17:20:15,22.5697,88.3697,67.95,73,20,0.0
403,Praya,CV,2022-12-07 17:16:50,14.9215,-23.5087,81.14,61,20,16.11
404,Fairlie,GB,2022-12-07 17:20:34,55.756,-4.8556,37.18,84,11,1.99
405,Chistogorskiy,RU,2022-12-07 17:20:35,53.9835,87.3843,-9.72,100,47,2.06
406,Nome,US,2022-12-07 17:20:36,64.5011,-165.4064,12.27,85,75,0.0
407,Santa Rosalia,MX,2022-12-07 17:20:36,27.3167,-112.2833,68.47,43,0,1.41
408,Cajati,BR,2022-12-07 17:20:37,-24.7361,-48.1228,82.29,74,66,4.72
409,General Teran,MX,2022-12-07 17:20:37,25.2667,-99.6833,77.36,60,71,11.52
410,Aykhal,RU,2022-12-07 17:20:38,66.0,111.5,-20.45,100,100,4.43
411,Kungurtug,RU,2022-12-07 17:20:38,50.5994,97.5228,-17.88,97,70,1.57
412,Seoul,KR,2022-12-07 17:15:53,37.5683,126.9778,33.24,93,0,0.0
413,Ayr,GB,2022-12-07 17:20:39,55.4627,-4.6339,36.32,93,20,3.44
414,Anderson,US,2022-12-07 17:21:39,34.5334,-82.6499,58.33,99,100,4.61
415,Yar-Sale,RU,2022-12-07 17:21:40,66.8333,70.8333,10.04,95,100,9.1
416,Timra,SE,2022-12-07 17:21:40,62.487,17.3257,8.28,92,0,5.75
417,Puerto Ayacucho,VE,2022-12-07 17:21:41,5.6639,-67.6236,84.99,61,100,5.55
418,Bakel,SN,2022-12-07 17:21:41,14.905,-12.4568,100.58,14,0,9.19
419,Kamenka,RU,2022-12-07 17:21:41,51.3223,42.7678,15.06,56,3,14.36
420,Bolshaya Glushitsa,RU,2022-12-07 17:21:42,50.2406,43.5908,14.07,66,0,12.55
421,Ojinaga,MX,2022-12-07 17:21:42,29.5667,-104.4167,71.56,82,0,0.0
422,Sisimiut,GL,2022-12-07 17:21:42,66.9395,-53.6735,30.56,77,100,15.55
423,Gazojak,TM,2022-12-07 17:21:43,41.1875,61.4036,23.92,45,0,7.81
424,Teguise,ES,2022-12-07 17:21:43,29.0605,-13.564,68.22,78,20,13.8
425,Horki,BY,2022-12-07 17:21:43,54.2861,30.9842,23.2,94,100,18.97
426,Xai-Xai,MZ,2022-12-07 17:21:44,-25.0519,33.6442,77.59,83,56,11.97
427,Veraval,IN,2022-12-07 17:21:44,20.9,70.3667,75.0,56,0,5.14
428,Rocha,UY,2022-12-07 17:21:44,-34.4833,-54.3333,93.92,17,0,13.02
429,Keelung,TW,2022-12-07 17:21:45,25.1283,121.7419,64.58,89,100,14.0
430,Bilma,NE,2022-12-07 17:21:45,18.6853,12.9164,76.12,14,75,7.34
431,Lanskroun,CZ,2022-12-07 17:21:45,49.9122,16.6119,38.16,82,100,13.13
432,Oktyabrskoye,RU,2022-12-07 17:21:46,43.0645,44.7417,26.74,93,100,6.71
433,Takoradi,GH,2022-12-07 17:21:46,4.8845,-1.7554,82.27,76,100,10.58
434,Sydney,AU,2022-12-07 17:09:34,-33.8679,151.2073,67.71,66,0,11.5
435,Nortelandia,BR,2022-12-07 17:17:43,-14.4547,-56.8028,92.19,47,52,4.65
436,Stephenville,US,2022-12-07 17:21:47,32.2207,-98.2023,72.14,90,100,9.22
437,Salvador,SV,2022-12-07 17:21:47,13.8333,-88.9167,81.0,58,4,3.78
438,Lebanon,US,2022-12-07 17:18:48,36.2081,-86.2911,68.54,94,100,5.75
439,Obo,CF,2022-12-07 17:21:47,5.3998,26.4869,82.6,35,50,3.18
440,Baherden,TM,2022-12-07 17:21:48,38.4362,57.4316,37.72,53,58,7.45
441,Waipawa,NZ,2022-12-07 17:21:48,-41.4122,175.5153,47.25,76,100,8.52
442,Fairbanks,US,2022-12-07 17:20:52,64.8378,-147.7164,18.61,90,100,0.0
443,Haldibari,IN,2022-12-07 17:21:48,26.3333,88.7667,66.07,59,9,3.87
444,La Romana,DO,2022-12-07 17:21:49,18.4273,-68.9728,84.56,58,40,10.36
445,Leh,IN,2022-12-07 17:21:49,34.1667,77.5833,22.3,42,94,2.33
446,Bubaque,GW,2022-12-07 17:21:50,11.2833,-15.8333,81.36,62,1,11.56
447,Saint-Francois,FR,2022-12-07 17:21:50,46.4154,3.9054,34.68,93,75,1.14
448,Faya,SA,2022-12-07 17:21:50,18.3851,42.4509,60.91,63,0,3.56
449,Muromtsevo,RU,2022-12-07 17:21:50,56.3724,75.2418,-4.61,99,82,5.66
450,Chuy,UY,2022-12-07 17:21:51,-33.6971,-53.4616,82.63,39,0,11.56
451,Kushiro,JP,2022-12-07 17:21:51,42.975,144.3747,31.64,65,67,4.65
452,Huarmey,PE,2022-12-07 17:21:52,-10.0681,-78.1522,71.11,73,34,9.84
453,Chernyshevskiy,RU,2022-12-07 17:21:52,63.0128,112.4714,-1.5,99,100,1.1
454,Vitim,RU,2022-12-07 17:21:52,59.4511,112.5578,11.52,93,100,14.12
455,Safranbolu,TR,2022-12-07 17:21:53,41.2508,32.6942,42.93,70,66,1.34
456,Vao,NC,2022-12-07 17:21:53,-22.6667,167.4833,75.47,87,93,10.85
457,Padang,ID,2022-12-07 17:21:53,-0.9492,100.3543,73.45,91,100,5.23
458,Sobolevo,RU,2022-12-07 17:21:54,54.4299,31.8996,22.39,94,100,18.05
459,Aosta,IT,2022-12-07 17:21:54,45.7667,7.4167,28.56,72,1,1.01
460,Flinders,AU,2022-12-07 17:21:54,-34.5833,150.8552,66.18,77,12,4.0
461,Naze,JP,2022-12-07 17:22:55,28.3667,129.4833,61.72,62,77,15.68
462,Fort Walton Beach,US,2022-12-07 17:21:41,30.4058,-86.6188,82.06,88,20,5.75
463,Nsanje,MW,2022-12-07 17:22:55,-16.92,35.262,74.21,95,94,7.0
464,Solnechnyy,RU,2022-12-07 17:22:56,50.7214,136.6319,-5.31,89,9,2.84
465,Waddan,LY,2022-12-07 17:22:56,29.1614,16.139,74.64,16,18,10.49
466,Bonfim,BR,2022-12-07 17:22:56,3.0833,-59.95,89.87,53,19,3.76
467,Ponta Do Sol,PT,2022-12-07 17:22:57,32.6667,-17.1,68.63,80,42,15.88
468,Usinsk,RU,2022-12-07 17:22:57,65.9939,57.5281,12.58,95,100,16.22
469,Ganzhou,CN,2022-12-07 17:22:57,28.8184,115.4327,49.89,82,100,2.48
470,Kuantan,MY,2022-12-07 17:22:58,3.8077,103.326,80.98,89,20,2.3
471,Bonthe,SL,2022-12-07 17:22:58,7.5264,-12.505,84.31,69,26,11.43
472,Along,IN,2022-12-07 17:22:58,28.1667,94.7667,54.79,67,0,2.01
473,Pringsewu,ID,2022-12-07 17:22:59,-5.3582,104.9744,73.83,98,100,3.18
474,Sola,VU,2022-12-07 17:22:43,-13.8833,167.55,81.41,73,57,7.47
475,Nchelenge,ZM,2022-12-07 17:22:59,-9.3451,28.734,74.53,70,21,1.39
476,San Angelo,US,2022-12-07 17:23:00,31.4638,-100.437,69.06,87,100,8.05
477,Norman Wells,CA,2022-12-07 17:23:00,65.282,-126.8329,-38.16,67,20,5.75
478,Yinchuan,CN,2022-12-07 17:23:00,38.4681,106.2731,29.62,31,60,4.85
479,Belyy Yar,RU,2022-12-07 17:23:01,53.6039,91.3903,-18.51,83,20,0.0
480,Mahibadhoo,MV,2022-12-07 17:21:17,3.7833,72.9667,81.23,79,100,10.02
481,Suoyarvi,RU,2022-12-07 17:23:01,62.0833,32.35,20.75,90,100,9.71
482,Preston,GB,2022-12-07 17:20:54,53.7667,-2.7167,37.38,80,20,2.3
483,Valdivia,CL,2022-12-07 17:23:02,-39.8142,-73.2459,66.29,98,100,10.87
484,Codrington,AU,2022-12-07 17:23:02,-38.2667,141.9667,52.36,56,80,19.46
485,Richards Bay,ZA,2022-12-07 17:23:03,-28.783,32.0377,76.17,84,55,11.61
486,Tual,ID,2022-12-07 17:23:03,-5.6667,132.75,82.56,71,92,4.9
487,Menongue,AO,2022-12-07 17:23:04,-14.6585,17.691,69.51,69,71,10.58
488,Emerald,AU,2022-12-07 17:23:04,-23.5333,148.1667,81.48,48,0,13.82
489,Baghmara,IN,2022-12-07 17:23:04,23.795,86.2085,60.21,38,66,5.21
490,Pevek,RU,2022-12-07 17:23:05,69.7008,170.3133,-6.75,95,100,7.07
491,Karatau,KZ,2022-12-07 17:23:05,43.1667,70.4667,23.25,89,99,2.62
492,East Peoria,US,2022-12-07 17:23:06,40.6661,-89.5801,45.14,89,100,3.0
493,Dingle,PH,2022-12-07 17:23:06,10.9995,122.6711,72.46,91,89,6.17
494,Lakeside,US,2022-12-07 17:23:07,30.13,-81.7682,82.98,61,20,5.75
495,Halifax,CA,2022-12-07 17:22:47,44.6453,-63.5724,48.09,98,100,16.11
496,Telimele,GN,2022-12-07 17:23:07,10.9167,-13.3333,91.83,30,10,2.08
497,Chernyakhiv,UA,2022-12-07 17:23:08,50.4565,28.6702,27.16,98,88,8.14
498,San Miguel,SV,2022-12-07 17:23:08,13.4833,-88.1833,84.99,50,2,2.8
499,Hualmay,PE,2022-12-07 17:23:08,-11.0964,-77.6139,71.46,70,12,10.16
500,Kloulklubed,PW,2022-12-07 17:23:09,7.0419,134.2556,73.9,89,100,4.0
501,Ariquemes,BR,2022-12-07 17:23:09,-9.9133,-63.0408,87.46,65,77,2.91
502,Oga,IT,2022-12-07 17:23:10,46.4631,10.347,27.28,94,9,1.45
503,Poum,NC,2022-12-07 17:21:21,-20.2333,164.0167,79.57,81,89,7.45
504,Duluth,US,2022-12-07 17:23:08,46.7833,-92.1066,11.55,63,100,11.5
505,Yingcheng,CN,2022-12-07 17:23:10,30.95,113.55,50.79,57,100,1.61
506,Berdigestyakh,RU,2022-12-07 17:23:11,62.0989,126.6992,-12.41,98,100,8.34
507,Bulungu,CD,2022-12-07 17:24:11,-4.55,18.6,68.76,99,100,2.53
508,Kharp,RU,2022-12-07 17:24:12,66.8014,65.8081,7.86,88,100,11.68
509,Cayenne,GF,2022-12-07 17:24:12,4.9333,-52.3333,87.84,66,75,9.22
510,Moose Factory,CA,2022-12-07 17:24:13,51.2585,-80.6094,8.6,72,40,12.66
511,Porto Empedocle,IT,2022-12-07 17:24:13,37.2934,13.5264,55.31,86,10,8.08
512,Ardakan,IR,2022-12-07 17:24:14,32.31,54.0175,48.54,48,90,4.68
513,Tabuk,PH,2022-12-07 17:24:14,17.4189,121.4443,72.77,94,63,3.31
514,Ewa Beach,US,2022-12-07 17:24:15,21.3156,-158.0072,76.95,71,0,19.57
515,Emba,KZ,2022-12-07 17:24:15,48.8264,58.1442,1.51,84,12,6.49
516,Tete,MZ,2022-12-07 17:24:16,-16.1564,33.5867,80.69,69,40,4.61
517,Campbellsville,US,2022-12-07 17:24:16,37.3434,-85.3419,65.71,62,100,3.0
518,Kyaukse,MM,2022-12-07 17:24:17,21.6,96.1333,69.53,61,0,3.06
519,Emporia,US,2022-12-07 17:24:17,38.4039,-96.1817,46.51,93,100,0.0
520,Imeni Poliny Osipenko,RU,2022-12-07 17:24:17,52.4201,136.4853,-19.32,100,42,2.28
521,Chippewa Falls,US,2022-12-07 17:20:03,44.9369,-91.3929,20.93,86,100,10.36
522,Kimberley,ZA,2022-12-07 17:24:18,-28.7323,24.7623,76.69,44,40,9.22
523,Qostanay,KZ,2022-12-07 17:24:19,53.1667,63.5833,-16.31,76,0,2.24
524,Northfield,US,2022-12-07 17:22:55,44.4583,-93.1616,20.12,80,75,13.8
525,Kirakira,SB,2022-12-07 17:24:19,-10.4544,161.9205,78.87,85,91,3.6
526,Benguela,AO,2022-12-07 17:24:20,-12.5763,13.4055,78.21,78,96,6.2
527,Ushtobe,KZ,2022-12-07 17:24:20,45.2514,77.9838,11.64,91,98,9.22
528,Monterey,US,2022-12-07 17:24:20,36.2505,-121.2516,46.18,1,6,1.61
529,Ternate,ID,2022-12-07 17:24:21,0.8,127.4,80.69,75,93,0.56
530,Krasnoselkup,RU,2022-12-07 17:24:21,65.7,82.4667,4.89,93,100,14.41
531,Miles City,US,2022-12-07 17:24:22,46.4083,-105.8406,9.57,78,100,10.36
532,Oranjestad,AW,2022-12-07 17:24:22,12.524,-70.027,85.95,72,40,13.8
533,Champerico,GT,2022-12-07 17:24:22,14.3,-91.9167,86.54,63,1,3.78
534,Saint-Leu,RE,2022-12-07 17:24:23,-21.15,55.2833,77.32,78,11,7.65
535,Andi,RU,2022-12-07 17:24:23,42.7836,46.2617,23.36,80,35,1.1
536,Taseyevo,RU,2022-12-07 17:24:24,57.2169,94.8978,9.21,89,100,10.94
537,Mindelo,CV,2022-12-07 17:24:24,16.8901,-24.9804,78.35,57,20,16.11
538,Ocampo,MX,2022-12-07 17:24:25,21.65,-101.5,65.77,31,0,3.53
539,Madang,PG,2022-12-07 17:24:25,-5.2246,145.7966,76.39,92,100,3.02
540,Lola,GN,2022-12-07 17:24:26,7.8,-8.5333,87.3,44,8,1.41
541,Havre-Saint-Pierre,CA,2022-12-07 17:24:26,50.2334,-63.5986,37.4,100,100,16.11
542,Lazaro Cardenas,MX,2022-12-07 17:24:27,17.9583,-102.2,83.91,56,1,1.63
543,Skjervoy,NO,2022-12-07 17:24:27,70.0311,20.9714,23.0,66,16,8.41
544,Ostend,BE,2022-12-07 17:24:28,51.2234,2.9119,42.91,80,75,13.8
545,Jumla,NP,2022-12-07 17:24:28,29.2747,82.1838,40.08,29,0,5.48
546,Kinablangan,PH,2022-12-07 17:24:29,7.6947,126.5503,77.34,85,61,6.87
547,Caravelas,BR,2022-12-07 17:24:29,-17.7125,-39.2481,83.61,61,69,11.27
548,Paredon,MX,2022-12-07 17:24:29,16.0333,-93.8667,86.32,51,13,2.62
549,Kaoma,ZM,2022-12-07 17:24:30,-14.7833,24.8,69.46,65,33,2.17
550,Lagoa,PT,2022-12-07 17:24:31,39.05,-27.9833,59.09,79,89,23.04
551,Vilyuysk,RU,2022-12-07 17:24:31,63.7553,121.6247,-18.8,97,100,5.46
552,Mineiros,BR,2022-12-07 17:24:32,-17.5694,-52.5511,86.81,43,99,7.78
553,Mastic Beach,US,2022-12-07 17:25:32,40.7668,-72.8521,58.98,98,100,9.22
554,Suez,EG,2022-12-07 17:25:33,29.9737,32.5263,62.02,58,0,6.26
555,Aboyne,GB,2022-12-07 17:25:33,57.0755,-2.7802,35.24,92,71,8.3
556,Acapulco,MX,2022-12-07 17:21:02,16.8634,-99.8901,85.82,54,0,4.61
557,Murgab,TM,2022-12-07 17:25:34,37.4966,61.9714,33.67,80,2,4.61
558,Vostok,RU,2022-12-07 17:25:34,46.4856,135.8833,1.51,99,100,3.42
559,Sao Miguel Do Araguaia,BR,2022-12-07 17:25:35,-13.275,-50.1628,90.14,46,98,4.09
560,Teberda,RU,2022-12-07 17:25:35,43.4456,41.7448,30.0,88,91,6.58
561,Plouzane,FR,2022-12-07 17:25:35,48.3833,-4.6167,41.32,87,20,4.61
562,Lasa,IT,2022-12-07 17:25:36,46.6166,10.7002,34.68,82,19,2.37
563,Manta,EC,2022-12-07 17:25:36,-0.95,-80.7333,78.58,78,75,10.36
564,Teya,RU,2022-12-07 17:25:37,60.3778,92.6267,10.65,88,100,12.62
565,Kachiry,KZ,2022-12-07 17:25:37,53.0675,76.1036,-7.85,96,23,4.97
566,Maragogipe,BR,2022-12-07 17:25:37,-12.7778,-38.9194,85.8,58,54,8.05
567,Mto Wa Mbu,TZ,2022-12-07 17:25:38,-3.35,35.85,76.06,57,45,4.23
568,Zhangye,CN,2022-12-07 17:25:38,38.9342,100.4517,21.69,62,44,1.19
569,Umea,SE,2022-12-07 17:25:39,63.8284,20.2597,3.13,78,0,3.44
570,Roswell,US,2022-12-07 17:23:21,34.0232,-84.3616,68.59,96,100,6.91
571,Tecoanapa,MX,2022-12-07 17:25:39,16.5167,-98.75,83.93,60,2,3.67
572,Saint-Georges,GD,2022-12-07 17:25:40,12.0564,-61.7485,83.88,74,20,11.5
573,Lagos,NG,2022-12-07 17:25:40,6.5833,3.75,84.52,75,100,6.46
574,Aljezur,PT,2022-12-07 17:25:40,37.3191,-8.8033,62.35,91,100,15.55
575,Ciudad Bolivar,VE,2022-12-07 17:25:41,8.1222,-63.5497,84.16,50,100,7.45
576,Ocos,GT,2022-12-07 17:25:41,14.5094,-92.1933,84.38,65,2,3.65
577,Morehead,US,2022-12-07 17:25:42,37.2711,-87.1764,61.0,99,100,4.61
578,Springfield,US,2022-12-07 17:21:00,37.2153,-93.2982,50.18,93,100,4.61
579,Pangyan,PH,2022-12-07 17:25:42,5.7008,125.2811,78.21,83,90,2.62
